et,lat,lon,obcflags,batt,curr,txforward2,txcurr,rxcurr,rxdoppler,rxrssi,txreflected,txforward,txtemp,txvoltage,antsA,antsB,localtime,boardtime
KB6LTY,15.227,-115.127,007D,8.206,0.067,20.49664,0,0.06,410.0,954.0,0.005975,0.005975,10.967741935483874,8.0,100,100,2021-04-11 03:49:00,
KB6LTY,,,007D,8.206,0.063,19.27296,0,0.059000000000000004,411.0,940.0,0.005975,0.005975,10.645161290322584,8.03225806451613,100,100,2021-04-11 03:49:10,
KB6LTY,37.48,-102.129,007D,8.296,0.067,0.080065,0,0.057,413.0,946.0,0.003824,0.005975,1.29032258064516,8.064516129032258,100,100,2021-04-11 14:25:20,
KB6LTY,38.714,-102.478,007D,8.286,0.063,0.075285,0,0.057,413.0,937.0,0.003824,0.005975,1.6129032258064484,8.080645161290322,100,100,2021-04-11 14:25:40,
KB6LTY,39.331,-102.656,007D,8.286,0.067,0.080065,0,0.057,414.0,954.0,0.003824,0.005975,1.6129032258064484,8.096774193548388,100,100,2021-04-11 14:25:50,
KB6LTY,39.947,-102.837,007D,8.296,0.063,0.075285,0,0.057,412.0,953.0,0.003824,0.005975,1.935483870967744,8.096774193548388,100,100,2021-04-11 14:26:00,
KB6LTY,42.412,-103.585,007D,8.276,0.067,0.080065,0,0.057999999999999996,414.0,947.0,0.003824,0.005975,1.935483870967744,8.080645161290322,100,100,2021-04-11 14:26:40,
KB6LTY,43.028,-103.78,007D,8.296,0.067,0.080065,0,0.057999999999999996,414.0,950.0,0.003824,0.005975,1.935483870967744,8.080645161290322,100,100,2021-04-11 14:26:50,
KB6LTY,43.644,-103.977,007D,8.296,0.067,0.080065,0,0.057,413.0,951.0,0.003824,0.005975,2.2580645161290316,8.096774193548388,100,100,2021-04-11 14:27:00,
KB6LTY,44.874,-104.382,007D,8.286,0.067,0.080065,0,0.057,411.0,952.0,0.003824,0.005975,2.2580645161290316,8.080645161290322,100,100,2021-04-11 14:27:20,
KB6LTY,46.719,-105.016,007D,8.286,0.063,0.075285,0,0.057999999999999996,412.0,952.0,0.003824,0.005975,2.5806451612903203,8.064516129032258,100,100,2021-04-11 14:27:50,
KB6LTY,47.333,-105.235,007D,8.286,0.067,0.080065,0,0.057999999999999996,414.0,944.0,0.003824,0.005975,2.5806451612903203,8.080645161290322,100,100,2021-04-11 14:28:00,
KB6LTY,51.01300000000001,-106.644,007D,8.286,0.067,0.080065,0,0.057999999999999996,414.0,956.0,0.003824,0.005975,2.903225806451616,8.080645161290322,100,100,2021-04-11 14:29:00,
KB6LTY,52.237,-107.155,007D,8.286,0.067,0.080065,0,0.057,413.0,942.0,0.005975,0.005975,3.225806451612904,8.096774193548388,100,100,2021-04-11 14:29:20,
KB6LTY,53.46,-107.691,007D,8.296,0.063,0.075285,0,0.057999999999999996,414.0,946.0,0.003824,0.005975,3.225806451612904,8.080645161290322,100,100,2021-04-11 14:29:40,
KB6LTY,54.07100000000001,-107.969,007D,8.286,0.067,0.080065,0,0.057999999999999996,412.0,944.0,0.003824,0.005975,3.225806451612904,8.096774193548388,100,100,2021-04-11 14:29:50,
KB6LTY,30.273000000000003,-99.153,007D,8.296,0.063,19.27296,0,0.057999999999999996,412.0,956.0,0.003824,0.005975,3.225806451612904,8.080645161290322,100,100,2021-04-12 14:19:00,
KB6LTY,32.126999999999995,-99.615,007D,8.296,0.063,19.27296,0,0.057999999999999996,415.0,944.0,0.003824,0.005975,3.5483870967741917,8.080645161290322,100,100,2021-04-12 14:19:30,
KB6LTY,35.216,-100.419,007D,8.296,0.067,20.49664,0,0.057999999999999996,411.0,947.0,0.003824,0.005975,3.87096774193548,8.080645161290322,100,100,2021-04-12 14:20:20,
KB6LTY,38.919,-101.446,007D,8.296,0.067,20.49664,0,0.057999999999999996,413.0,946.0,0.003824,0.005975,4.193548387096777,8.080645161290322,100,100,2021-04-12 14:21:20,
KB6LTY,39.535,-101.625,007D,8.296,0.067,20.49664,0,0.057999999999999996,412.0,953.0,0.003824,0.005975,4.516129032258063,8.064516129032258,100,100,2021-04-12 14:21:30,
KB6LTY,40.768,-101.99,007D,8.286,0.067,20.49664,0,0.057999999999999996,413.0,948.0,0.005975,0.005975,4.516129032258063,8.080645161290322,100,100,2021-04-12 14:21:50,
KB6LTY,42.617,-102.558,007D,8.286,0.067,20.49664,0,0.057999999999999996,413.0,950.0,0.003824,0.005975,4.838709677419351,8.129032258064516,100,100,2021-04-12 14:22:20,
KB6LTY,43.233,-102.754,007D,8.286,0.067,20.49664,0,0.057999999999999996,412.0,952.0,0.005975,0.005975,4.838709677419351,8.064516129032258,100,100,2021-04-12 14:22:30,
KB6LTY,44.464,-103.154,007D,8.286,0.067,20.49664,0,0.057999999999999996,412.0,950.0,0.003824,0.005975,4.838709677419351,8.112903225806452,100,100,2021-04-12 14:22:50,
KB6LTY,45.07899999999999,-103.359,007D,8.296,0.067,20.49664,0,0.057999999999999996,412.0,948.0,0.003824,0.005975,5.161290322580649,8.112903225806452,100,100,2021-04-12 14:23:00,
KB6LTY,46.309,-103.781,007D,8.296,0.067,20.49664,0,0.059000000000000004,412.0,950.0,0.005975,0.005975,5.161290322580649,8.112903225806452,100,100,2021-04-12 14:23:20,
KB6LTY,46.924,-103.997,007D,8.286,0.067,20.49664,0,0.057999999999999996,412.0,952.0,0.003824,0.005975,5.483870967741937,8.112903225806452,100,100,2021-04-12 14:23:30,
KB6LTY,48.152,-104.442,007D,8.286,0.067,20.49664,0,0.057999999999999996,412.0,947.0,0.005975,0.005975,5.483870967741937,8.048387096774192,100,100,2021-04-12 14:23:50,
KB6LTY,48.76600000000001,-104.671,007D,8.286,0.063,19.27296,0,0.057999999999999996,413.0,946.0,0.003824,0.005975,5.483870967741937,8.080645161290322,100,100,2021-04-12 14:24:00,
KB6LTY,51.831,-105.892,007D,8.286,0.067,20.49664,0,0.057999999999999996,413.0,949.0,0.005975,0.005975,5.806451612903223,8.096774193548388,100,100,2021-04-12 14:24:50,
PY5LF,-18.767,-48.087,007D,8.176,0.063,19.27296,0,0.057999999999999996,412.0,958.0,0.003824,0.005975,3.87096774193548,7.983870967741934,100,100,2021-04-12 23:02:10,
PY5LF,-19.39,-48.221,007D,8.166,0.063,19.27296,0,0.059000000000000004,413.0,949.0,0.003824,0.005975,3.5483870967741917,7.96774193548387,100,100,2021-04-12 23:02:20,
PY5LF,-20.636,-48.492,007D,8.166,0.063,19.27296,0,0.059000000000000004,410.0,942.0,0.003824,0.005975,3.225806451612904,8.0,100,100,2021-04-12 23:02:40,
PY5LF,-21.259,-48.629,007D,8.166,0.063,19.27296,0,0.057999999999999996,412.0,942.0,0.003824,0.005975,3.5483870967741917,7.951612903225807,100,100,2021-04-12 23:02:50,
PY5LF,-22.504,-48.904,007D,8.166,0.063,19.27296,0,0.059000000000000004,413.0,948.0,0.003824,0.005975,3.225806451612904,7.983870967741934,100,100,2021-04-12 23:03:10,
PY5LF,-23.126,-49.043,007D,8.166,0.063,19.27296,0,0.057999999999999996,417.0,953.0,0.003824,0.005975,3.225806451612904,7.96774193548387,100,100,2021-04-12 23:03:20,
PY5LF,-24.371,-49.324,007D,8.166,0.063,19.27296,0,0.057999999999999996,416.0,948.0,0.003824,0.005975,2.903225806451616,7.96774193548387,100,100,2021-04-12 23:03:40,
PY5LF,-24.993,-49.466,007D,8.166,0.063,19.27296,0,0.059000000000000004,413.0,951.0,0.003824,0.005975,2.903225806451616,7.96774193548387,100,100,2021-04-12 23:03:50,
PY5LF,-26.237,-49.753,007D,8.166,0.063,19.27296,0,0.057999999999999996,413.0,953.0,0.003824,0.005975,2.5806451612903203,7.96774193548387,100,100,2021-04-12 23:04:10,
PY5LF,-26.859,-49.898,007D,8.166,0.063,19.27296,0,0.057999999999999996,416.0,952.0,0.003824,0.005975,2.2580645161290316,7.951612903225807,100,100,2021-04-12 23:04:20,
PY5LF,-28.102,-50.192,007D,8.166,0.063,19.27296,0,0.059000000000000004,412.0,951.0,0.003824,0.005975,2.2580645161290316,7.96774193548387,100,100,2021-04-12 23:04:40,
PY5LF,-30.588,-50.794,007D,8.156,0.063,19.27296,0,0.057999999999999996,417.0,949.0,0.005975,0.005975,1.935483870967744,7.96774193548387,100,100,2021-04-12 23:05:20,
PY5LF,-31.83,-51.104,007D,8.156,0.063,19.27296,0,0.057999999999999996,414.0,954.0,0.003824,0.005975,1.29032258064516,7.96774193548387,100,100,2021-04-12 23:05:40,
PY5LF,-33.692,-51.58,007D,8.166,0.063,19.27296,0,0.057999999999999996,415.0,948.0,0.0,0.005975,0.967741935483872,7.935483870967742,100,100,2021-04-12 23:06:10,
PY5LF,-34.312,-51.742,007D,8.156,0.063,19.27296,0,0.057999999999999996,414.0,943.0,0.003824,0.005975,1.29032258064516,7.935483870967742,100,100,2021-04-12 23:06:20,
PY5LF,-36.172,-52.239,007D,8.156,0.063,19.27296,0,0.057999999999999996,413.0,947.0,0.003824,0.005975,0.967741935483872,7.96774193548387,100,100,2021-04-12 23:06:50,
PY5LF,-36.592,-35.595,007D,8.296,0.067,0.080065,0,0.055999999999999994,406.0,959.0,0.003824,0.005975,-3.87096774193548,8.064516129032258,100,100,2021-04-13 10:45:10,
PY5LF,-33.514,-36.416,007D,8.286,0.067,0.080065,0,0.057,404.0,955.0,0.003824,0.005975,-3.87096774193548,8.064516129032258,100,100,2021-04-13 10:46:00,
PY5LF,-32.898,-36.575,007D,8.286,0.067,0.080065,0,0.057,408.0,944.0,0.003824,0.005975,-3.5483870967741917,8.096774193548388,100,100,2021-04-13 10:46:10,
PY5LF,-31.05,-37.043,007D,8.296,0.067,0.080065,0,0.057,407.0,949.0,0.003824,0.005975,-3.225806451612904,8.112903225806452,100,100,2021-04-13 10:46:40,
PY5LF,-29.817,-37.347,007D,8.286,0.067,0.064052,0,0.057,406.0,948.0,0.003824,0.003824,-3.225806451612904,8.048387096774192,100,100,2021-04-13 10:47:00,
PY5LF,-29.201,-37.497,007D,8.296,0.067,0.080065,0,0.057,410.0,954.0,0.003824,0.005975,-2.903225806451616,8.096774193548388,100,100,2021-04-13 10:47:10,
PY5LF,-27.967,-37.793,007D,8.296,0.063,0.075285,0,0.057,409.0,947.0,0.003824,0.005975,-2.903225806451616,8.064516129032258,100,100,2021-04-13 10:47:30,
PY5LF,-27.351,-37.94,007D,8.296,0.063,0.075285,0,0.057,408.0,957.0,0.003824,0.005975,-2.5806451612903203,8.112903225806452,100,100,2021-04-13 10:47:40,
PY5LF,-26.117,-38.229,007D,8.286,0.063,0.075285,0,0.057999999999999996,409.0,951.0,0.003824,0.005975,-2.5806451612903203,8.048387096774192,100,100,2021-04-13 10:48:00,
PY5LF,-24.266,-38.655,007D,8.306000000000001,0.063,0.075285,0,0.057,410.0,940.0,0.003824,0.005975,-2.5806451612903203,8.064516129032258,100,100,2021-04-13 10:48:30,
PY5LF,-22.414,-39.072,007D,8.296,0.067,0.080065,0,0.057,410.0,957.0,0.003824,0.005975,-2.2580645161290316,8.080645161290322,100,100,2021-04-13 10:49:00,
PY5LF,-21.796,-39.209,007D,8.286,0.063,0.075285,0,0.057,412.0,941.0,0.003824,0.005975,-1.935483870967744,8.112903225806452,100,100,2021-04-13 10:49:10,
PY5LF,-20.561,-39.482,007D,8.296,0.067,0.080065,0,0.057,411.0,943.0,0.003824,0.005975,-1.935483870967744,8.064516129032258,100,100,2021-04-13 10:49:30,
PY5LF,-19.944000000000006,-39.616,007D,8.286,0.063,0.075285,0,0.057,412.0,947.0,0.003824,0.005975,-1.6129032258064484,8.064516129032258,100,100,2021-04-13 10:49:40,
PY5LF,-18.708,-39.884,007D,8.286,0.063,0.075285,0,0.057,413.0,954.0,0.003824,0.005975,-1.6129032258064484,8.064516129032258,100,100,2021-04-13 10:50:00,
PY5LF,-18.09,-40.017,007D,8.296,0.067,0.080065,0,0.057,412.0,953.0,0.003824,0.005975,-1.29032258064516,8.096774193548388,100,100,2021-04-13 10:50:10,
PY5LF,-16.855,-40.281,007D,8.286,0.067,0.080065,0,0.057,408.0,952.0,0.003824,0.005975,-1.29032258064516,8.112903225806452,100,100,2021-04-13 10:50:30,
PY5LF,-16.237000000000002,-40.412,007D,8.296,0.063,0.060228,0,0.057,416.0,954.0,0.005975,0.003824,-1.29032258064516,8.080645161290322,100,100,2021-04-13 10:50:40,
PY5LF,-15.001,-40.672,007D,8.296,0.067,0.080065,0,0.057,415.0,952.0,0.003824,0.005975,-0.967741935483872,8.080645161290322,100,100,2021-04-13 10:51:00,
PY5LF,-14.383,-40.802,007D,8.286,0.067,0.080065,0,0.057,412.0,959.0,0.003824,0.005975,-0.967741935483872,8.064516129032258,100,100,2021-04-13 10:51:10,
PY5LF,-13.146,-41.059,007D,8.286,0.063,0.075285,0,0.057,412.0,943.0,0.003824,0.005975,-0.967741935483872,8.080645161290322,100,100,2021-04-13 10:51:30,
PY5LF,-7.581,-42.199,007D,8.296,0.067,0.080065,0,0.057,414.0,948.0,0.003824,0.005975,0.0,8.080645161290322,100,100,2021-04-13 10:53:00,
PY5LF,-5.725,-42.574,007D,8.296,0.067,0.080065,0,0.057999999999999996,412.0,956.0,0.003824,0.005975,0.0,8.096774193548388,100,100,2021-04-13 10:53:30,
COESU,-32.431999999999995,-60.622,007D,8.286,0.067,51.23921,0,0.057,406.0,950.0,0.003824,0.005975,-2.903225806451616,8.064516129032258,0100,0100,2021-04-13 12:22:00,2020-12-31 07:27:10
COESU,-31.2,-60.932,007D,8.296,0.067,51.25713500000001,0,0.057,406.0,952.0,0.003824,0.005975,-2.5806451612903203,8.064516129032258,0100,0100,2021-04-13 12:22:20,2020-12-31 07:27:25
COESU,-25.033,-62.40600000000001,007D,8.286,0.067,51.383804999999995,0,0.057,410.0,953.0,0.003824,0.005975,-1.935483870967744,8.096774193548388,0100,0100,2021-04-13 12:24:00,2020-12-31 07:29:11
COESU,-23.799,-62.688,007D,8.296,0.067,51.40173,0,0.057,414.0,951.0,0.003824,0.005975,-1.935483870967744,8.080645161290322,0100,0100,2021-04-13 12:24:20,2020-12-31 07:29:26
COESU,-23.182,-62.827,007D,8.296,0.063,51.419655,0,0.057,412.0,949.0,0.003824,0.005975,-1.935483870967744,8.080645161290322,0100,0100,2021-04-13 12:24:30,2020-12-31 07:29:41
COESU,-21.329,-63.24,007D,8.296,0.067,51.45431,0,0.057,411.0,948.0,0.003824,0.005975,-1.6129032258064484,8.064516129032258,0100,0100,2021-04-13 12:25:00,2020-12-31 07:30:10
PV8DX,-8.35,-65.97,007D,8.286,0.067,0.005975,0,0.057,415.0,948.0,0.003824,0.005975,0.32258064516128826,8.080645161290322,0100,100.0,2021-04-13 12:28:30,
PV8DX,-7.732,-66.096,007D,8.286,0.067,0.005975,0,0.057,415.0,952.0,0.003824,0.005975,0.32258064516128826,8.096774193548388,0100,100.0,2021-04-13 12:28:40,
PV8DX,-6.495,-66.346,007D,8.286,0.063,0.005975,0,0.057,414.0,950.0,0.003824,0.005975,0.32258064516128826,8.064516129032258,0100,100.0,2021-04-13 12:29:00,
PV8DX,-5.2570000000000014,-66.595,007D,8.286,0.067,0.005975,0,0.057999999999999996,412.0,943.0,0.003824,0.005975,0.6451612903225836,8.096774193548388,0100,100.0,2021-04-13 12:29:20,
PV8DX,-4.6389999999999985,-66.72,007D,8.286,0.063,0.005975,0,0.057999999999999996,413.0,951.0,0.003824,0.005975,0.6451612903225836,8.064516129032258,0100,100.0,2021-04-13 12:29:30,
PV8DX,-4.02,-66.844,007D,8.296,0.067,0.005975,0,0.0,415.0,948.0,0.003824,0.005975,0.967741935483872,8.048387096774192,0100,100.0,2021-04-13 12:29:40,
PV8DX,-2.783,-67.092,007D,8.296,0.067,0.005975,0,0.057999999999999996,414.0,956.0,0.003824,0.005975,0.967741935483872,8.112903225806452,0100,100.0,2021-04-13 12:30:00,
PV8DX,-1.545,-67.34,007D,8.296,0.067,0.005975,0,0.057999999999999996,415.0,939.0,0.003824,0.005975,1.29032258064516,8.080645161290322,0100,100.0,2021-04-13 12:30:20,
PV8DX,-0.926,-67.464,007D,8.296,0.067,0.005975,0,0.057999999999999996,415.0,942.0,0.003824,0.005975,1.29032258064516,8.096774193548388,0100,100.0,2021-04-13 12:30:30,
PV8DX,-0.307,-67.58800000000001,007D,8.286,0.063,0.005975,0,0.057999999999999996,415.0,953.0,0.003824,0.005975,1.29032258064516,8.096774193548388,0100,100.0,2021-04-13 12:30:40,
PV8DX,0.93,-67.836,007D,8.286,0.067,0.005975,0,0.057,417.0,946.0,0.003824,0.005975,1.29032258064516,8.096774193548388,0100,100.0,2021-04-13 12:31:00,
PV8DX,2.787,-68.208,007D,8.296,0.067,0.005975,0,0.057999999999999996,413.0,949.0,0.003824,0.005975,1.935483870967744,8.096774193548388,0100,100.0,2021-04-13 12:31:30,
PV8DX,3.406,-68.332,007D,8.296,0.067,0.005975,0,0.057999999999999996,414.0,945.0,0.003824,0.005975,1.935483870967744,8.096774193548388,0100,100.0,2021-04-13 12:31:40,
PV8DX,4.644,-68.58,007D,8.296,0.067,0.005975,0,0.057,414.0,942.0,0.005975,0.005975,1.935483870967744,8.112903225806452,0100,100.0,2021-04-13 12:32:00,
PV8DX,5.8820000000000014,-68.829,007D,8.296,0.067,0.005975,0,0.057999999999999996,419.0,946.0,0.005975,0.005975,2.2580645161290316,8.112903225806452,0100,100.0,2021-04-13 12:32:20,
PV8DX,6.501,-68.954,007D,8.286,0.067,0.005975,0,0.057,417.0,940.0,0.005975,0.005975,2.5806451612903203,8.080645161290322,0100,100.0,2021-04-13 12:32:30,
PV8DX,7.12,-69.079,007D,8.296,0.063,0.005975,0,0.057,415.0,951.0,0.005975,0.005975,2.5806451612903203,7.564516129032258,0100,100.0,2021-04-13 12:32:40,
PV8DX,8.357999999999999,-69.33,007D,8.286,0.067,0.005975,0,0.057999999999999996,415.0,944.0,0.003824,0.005975,2.5806451612903203,8.080645161290322,0100,100.0,2021-04-13 12:33:00,
PV8DX,9.596,-69.582,007D,8.296,0.067,0.005975,0,0.057999999999999996,415.0,940.0,0.003824,0.005975,2.903225806451616,8.080645161290322,0100,100.0,2021-04-13 12:33:20,
PV8DX,12.072,-70.09,007D,8.286,0.067,0.005975,0,0.057999999999999996,420.0,954.0,0.005975,0.005975,3.225806451612904,8.096774193548388,0100,100.0,2021-04-13 12:34:00,
PV8DX,13.31,-70.346,007D,8.286,0.063,0.005975,0,0.057999999999999996,417.0,941.0,0.003824,0.005975,3.5483870967741917,8.048387096774192,0100,100.0,2021-04-13 12:34:20,
PV8DX,14.548,-70.604,007D,8.286,0.067,0.005975,0,0.057999999999999996,413.0,953.0,0.003824,0.005975,3.5483870967741917,8.048387096774192,0100,100.0,2021-04-13 12:34:40,
PV8DX,15.786,-70.86399999999998,007D,8.286,0.067,0.005975,0,0.057999999999999996,410.0,949.0,0.003824,0.005975,3.87096774193548,8.096774193548388,0100,100.0,2021-04-13 12:35:00,
KB6LTY,20.436,-119.716,007D,8.296,0.067,0.064052,0,0.057999999999999996,413.0,953.0,0.003824,0.003824,4.516129032258063,8.096774193548388,100,100,2021-04-13 15:47:40,
KB6LTY,21.674,-119.988,007D,8.296,0.067,0.080065,0,0.057999999999999996,414.0,947.0,0.003824,0.005975,4.193548387096777,8.080645161290322,100,100,2021-04-13 15:48:00,
KB6LTY,22.293000000000006,-120.126,007D,8.296,0.067,0.080065,0,0.057999999999999996,413.0,955.0,0.005975,0.005975,4.516129032258063,8.064516129032258,100,100,2021-04-13 15:48:10,
KB6LTY,23.53,-120.403,007D,8.286,0.067,0.080065,0,0.057999999999999996,413.0,955.0,0.003824,0.005975,4.516129032258063,8.080645161290322,100,100,2021-04-13 15:48:30,
KB6LTY,24.149,-120.543,007D,8.286,0.063,0.075285,0,0.057999999999999996,415.0,948.0,0.003824,0.005975,4.838709677419351,8.096774193548388,100,100,2021-04-13 15:48:40,
KB6LTY,25.386,-120.826,007D,8.296,0.067,0.080065,0,0.057999999999999996,413.0,955.0,0.003824,0.005975,4.838709677419351,8.112903225806452,100,100,2021-04-13 15:49:00,
KB6LTY,27.242,-121.259,007D,8.286,0.067,0.080065,0,0.057999999999999996,414.0,951.0,0.005975,0.005975,4.838709677419351,8.048387096774192,100,100,2021-04-13 15:49:30,
KB6LTY,27.861,-121.405,007D,8.286,0.067,0.064052,0,0.057999999999999996,413.0,944.0,0.003824,0.003824,5.161290322580649,8.080645161290322,100,100,2021-04-13 15:49:40,
KB6LTY,29.097,-121.701,007D,8.296,0.067,0.064052,0,0.057999999999999996,412.0,939.0,0.005975,0.003824,5.161290322580649,8.064516129032258,100,100,2021-04-13 15:50:00,
KB6LTY,29.716,-121.852,007D,8.296,0.067,0.080065,0,0.057999999999999996,415.0,948.0,0.003824,0.005975,5.483870967741937,8.112903225806452,100,100,2021-04-13 15:50:10,
KB6LTY,30.952,-122.156,007D,8.286,0.067,0.080065,0,0.057999999999999996,413.0,942.0,0.005975,0.005975,5.483870967741937,8.096774193548388,100,100,2021-04-13 15:50:30,
KB6LTY,31.57,-122.31,007D,8.286,0.067,0.080065,0,0.059000000000000004,411.0,944.0,0.003824,0.005975,5.483870967741937,8.096774193548388,100,100,2021-04-13 15:50:40,
KB6LTY,32.806,-122.624,007D,8.286,0.067,0.080065,0,0.057999999999999996,410.0,956.0,0.003824,0.005975,5.483870967741937,8.112903225806452,100,100,2021-04-13 15:51:00,
KB6LTY,33.424,-122.783,007D,8.286,0.067,0.080065,0,0.057999999999999996,410.0,950.0,0.005975,0.005975,5.806451612903223,8.064516129032258,100,100,2021-04-13 15:51:10,
KB6LTY,34.66,-123.106,007D,8.286,0.063,0.075285,0,0.059000000000000004,410.0,944.0,0.005975,0.005975,5.806451612903223,8.064516129032258,100,100,2021-04-13 15:51:30,
KB6LTY,35.277,-123.27,007D,8.296,0.067,0.080065,0,0.057999999999999996,412.0,945.0,0.003824,0.005975,6.12903225806452,8.129032258064516,100,100,2021-04-13 15:51:40,
KB6LTY,36.512,-123.605,007D,8.296,0.067,0.080065,0,0.057999999999999996,413.0,944.0,0.005975,0.005975,6.12903225806452,8.080645161290322,100,100,2021-04-13 15:52:00,
KB6LTY,37.13,-123.775,007D,8.286,0.067,0.080065,0,0.057999999999999996,411.0,944.0,0.003824,0.005975,6.12903225806452,8.048387096774192,100,100,2021-04-13 15:52:10,
KB6LTY,38.364,-124.122,007D,8.286,0.067,0.080065,0,0.057999999999999996,414.0,945.0,0.003824,0.005975,6.451612903225808,8.080645161290322,100,100,2021-04-13 15:52:30,
KB6LTY,38.981,-124.299,007D,8.286,0.067,0.064052,0,0.057999999999999996,413.0,944.0,0.005975,0.003824,6.774193548387097,8.112903225806452,100,100,2021-04-13 15:52:40,
KB6LTY,40.215,-124.66,007D,8.286,0.067,0.080065,0,0.057999999999999996,413.0,942.0,0.005975,0.005975,6.774193548387097,8.096774193548388,100,100,2021-04-13 15:53:00,
KB6LTY,42.06399999999999,-125.221,007D,8.296,0.063,0.075285,0,0.057999999999999996,413.0,948.0,0.003824,0.005975,6.451612903225808,8.112903225806452,100,100,2021-04-13 15:53:30,
KB6LTY,42.68,-125.414,007D,8.296,0.067,0.080065,0,0.057999999999999996,410.0,921.0,0.003824,0.005975,6.774193548387097,8.064516129032258,100,100,2021-04-13 15:53:40,
KB6LTY,43.912,-125.808,007D,8.296,0.067,0.080065,0,0.057999999999999996,412.0,946.0,0.005975,0.005975,7.0967741935483835,8.064516129032258,100,100,2021-04-13 15:54:00,
KB6LTY,44.528,-126.01,007D,8.296,0.067,0.080065,0,0.057999999999999996,411.0,955.0,0.005975,0.005975,7.41935483870968,8.064516129032258,100,100,2021-04-13 15:54:10,
KB6LTY,45.758,-126.425,007D,8.286,0.067,0.080065,0,0.057999999999999996,412.0,951.0,0.003824,0.005975,7.0967741935483835,8.096774193548388,100,100,2021-04-13 15:54:30,
KB6LTY,46.37300000000001,-126.638,007D,8.286,0.067,0.080065,0,0.059000000000000004,412.0,955.0,0.003824,0.005975,7.41935483870968,8.080645161290322,100,100,2021-04-13 15:54:40,
KB6LTY,47.602,-127.076,007D,8.286,0.067,0.080065,0,0.057999999999999996,412.0,956.0,0.003824,0.005975,7.41935483870968,8.064516129032258,100,100,2021-04-13 15:55:00,
KB6LTY,49.444,-127.765,007D,8.296,0.067,0.080065,0,0.057999999999999996,410.0,952.0,0.003824,0.005975,7.41935483870968,8.112903225806452,100,100,2021-04-13 15:55:30,
KB6LTY,50.058,-128.005,007D,8.286,0.067,0.080065,0,0.057999999999999996,411.0,956.0,0.003824,0.005975,7.741935483870968,8.080645161290322,100,100,2021-04-13 15:55:40,
KB6LTY,51.284,-128.499,007D,8.286,0.067,0.080065,0,0.057999999999999996,411.0,940.0,0.003824,0.005975,7.741935483870968,8.112903225806452,100,100,2021-04-13 15:56:00,
KB6LTY,51.896,-128.754,007D,8.286,0.067,0.080065,0,0.057999999999999996,412.0,950.0,0.003824,0.005975,8.064516129032256,8.080645161290322,100,100,2021-04-13 15:56:10,
KB6LTY,53.731,-129.55700000000002,007D,8.296,0.063,0.075285,0,0.059000000000000004,411.0,944.0,0.005975,0.005975,8.064516129032256,8.080645161290322,100,100,2021-04-13 15:56:40,
PV8DX,10.47,-64.976,007D,8.196,0.063,0.005975,0,0.059000000000000004,411.0,943.0,0.003824,0.005975,10.322580645161286,8.0,0100,100.0,2021-04-14 00:25:40,
PV8DX,8.597000000000001,-65.35600000000001,007D,8.196,0.063,0.005975,0,0.059000000000000004,409.0,945.0,0.003824,0.005975,10.0,8.0,0100,100.0,2021-04-14 00:26:10,
PV8DX,7.972,-65.483,007D,8.196,0.063,0.005975,0,0.059000000000000004,412.0,946.0,0.005975,0.005975,9.677419354838714,8.0,0100,100.0,2021-04-14 00:26:20,
PV8DX,6.723,-65.735,007D,8.196,0.063,0.005975,0,0.059000000000000004,411.0,939.0,0.005975,0.005975,9.354838709677416,8.016129032258064,0100,100.0,2021-04-14 00:26:40,
PV8DX,6.099,-65.86,007D,8.196,0.063,0.005975,0,0.059000000000000004,412.0,956.0,0.003824,0.005975,9.032258064516126,7.983870967741934,0100,100.0,2021-04-14 00:26:50,
PV8DX,4.85,-66.111,007D,8.196,0.063,0.005975,0,0.059000000000000004,411.0,945.0,0.005975,0.005975,9.032258064516126,7.96774193548387,0100,100.0,2021-04-14 00:27:10,
PV8DX,4.225,-66.236,007D,8.196,0.063,0.005975,0,0.059000000000000004,411.0,955.0,0.003824,0.005975,8.70967741935484,7.951612903225807,0100,100.0,2021-04-14 00:27:20,
PV8DX,2.9760000000000004,-66.486,007D,8.196,0.067,0.005975,0,0.059000000000000004,410.0,954.0,0.003824,0.005975,9.032258064516126,7.983870967741934,0100,100.0,2021-04-14 00:27:40,
PV8DX,2.352,-66.611,007D,8.186,0.063,0.005975,0,0.059000000000000004,411.0,947.0,0.003824,0.005975,8.387096774193553,7.983870967741934,0100,100.0,2021-04-14 00:27:50,
PV8DX,1.103,-66.86,007D,8.186,0.063,0.005975,0,0.059000000000000004,411.0,944.0,0.003824,0.005975,8.387096774193553,7.96774193548387,0100,100.0,2021-04-14 00:28:10,
PV8DX,0.479,-66.985,007D,8.186,0.063,0.005975,0,0.059000000000000004,413.0,941.0,0.003824,0.005975,8.064516129032256,7.983870967741934,0100,100.0,2021-04-14 00:28:20,
PV8DX,-0.77,-67.234,007D,8.186,0.063,0.005975,0,0.059000000000000004,412.0,941.0,0.003824,0.005975,8.064516129032256,8.0,0100,100.0,2021-04-14 00:28:40,
COESU,-18.026,-62.86600000000001,007D,8.296,0.063,76.13345,0,0.057999999999999996,412.0,946.0,0.003824,0.005975,-1.6129032258064484,8.048387096774192,0100,0100,2021-04-14 12:21:30,2021-01-01 07:26:38
