et,lat,lon,obcflags,batt,curr,txforward2,txcurr,rxcurr,rxdoppler,rxrssi,txreflected,txforward,txtemp,txvoltage,antsA,antsB,localtime,boardtime
COESU,-10.567,-48.132,007D,8.296,0.067,53.72600500000001,0,0.057,414.0,954.0,0.003824,0.005975,3.225806451612904,8.096774193548388,0100,0100,2021-04-07 11:18:30,2020-12-25 06:23:43
PV8DX,-0.049,-50.253,007D,8.286,0.063,0.005975,0,0.057999999999999996,412.0,941.0,0.005975,0.005975,4.838709677419351,8.096774193548388,0100,100.0,2021-04-07 11:21:20,
PV8DX,-0.049,-50.253,007D,8.286,0.063,0.005975,0,0.057999999999999996,412.0,941.0,0.005975,0.005975,4.838709677419351,8.096774193548388,0100,100.0,2021-04-07 11:21:20,
PV8DX,0.57,-50.377,007D,8.286,0.067,0.003824,0,0.057999999999999996,413.0,949.0,0.003824,0.003824,4.838709677419351,8.112903225806452,0100,100.0,2021-04-07 11:21:30,
PV8DX,0.57,-50.377,007D,8.286,0.067,0.003824,0,0.057999999999999996,413.0,949.0,0.003824,0.003824,4.838709677419351,8.112903225806452,0100,100.0,2021-04-07 11:21:30,
PV8DX,1.807,-50.625,007D,8.286,0.067,0.005975,0,0.057,412.0,953.0,0.003824,0.005975,4.838709677419351,8.080645161290322,0100,100.0,2021-04-07 11:21:50,
PV8DX,1.807,-50.625,007D,8.286,0.067,0.005975,0,0.057,412.0,953.0,0.003824,0.005975,4.838709677419351,8.080645161290322,0100,100.0,2021-04-07 11:21:50,
PV8DX,3.664,-50.997,007D,8.286,0.067,0.005975,0,0.057999999999999996,412.0,952.0,0.003824,0.005975,5.161290322580649,8.112903225806452,0100,100.0,2021-04-07 11:22:20,
PV8DX,3.664,-50.997,007D,8.286,0.067,0.005975,0,0.057999999999999996,412.0,952.0,0.003824,0.005975,5.161290322580649,8.112903225806452,0100,100.0,2021-04-07 11:22:20,
PV8DX,4.283,-51.121,007D,8.296,0.063,0.005975,0,0.057999999999999996,411.0,949.0,0.003824,0.005975,5.483870967741937,8.112903225806452,0100,100.0,2021-04-07 11:22:30,
PV8DX,4.283,-51.121,007D,8.296,0.063,0.005975,0,0.057999999999999996,411.0,949.0,0.003824,0.005975,5.483870967741937,8.112903225806452,0100,100.0,2021-04-07 11:22:30,
PV8DX,7.996,-51.87,007D,8.296,0.067,0.005975,0,0.057999999999999996,412.0,944.0,0.005975,0.005975,6.12903225806452,8.080645161290322,0100,100.0,2021-04-07 11:23:30,
PV8DX,7.996,-51.87,007D,8.296,0.067,0.005975,0,0.057999999999999996,412.0,944.0,0.005975,0.005975,6.12903225806452,8.080645161290322,0100,100.0,2021-04-07 11:23:30,
PV8DX,9.234,-52.122,007D,8.296,0.067,0.005975,0,0.057999999999999996,412.0,944.0,0.003824,0.005975,6.12903225806452,8.112903225806452,0100,100.0,2021-04-07 11:23:50,
PV8DX,9.234,-52.122,007D,8.296,0.067,0.005975,0,0.057999999999999996,412.0,944.0,0.003824,0.005975,6.12903225806452,8.112903225806452,0100,100.0,2021-04-07 11:23:50,
PV8DX,9.853,-52.24800000000001,007D,8.286,0.067,0.005975,0,0.059000000000000004,411.0,950.0,0.005975,0.005975,6.12903225806452,8.080645161290322,0100,100.0,2021-04-07 11:24:00,
PV8DX,9.853,-52.24800000000001,007D,8.286,0.067,0.005975,0,0.059000000000000004,411.0,950.0,0.005975,0.005975,6.12903225806452,8.080645161290322,0100,100.0,2021-04-07 11:24:00,
PV8DX,11.091,-52.502,007D,8.286,0.067,0.005975,0,0.057999999999999996,412.0,952.0,0.003824,0.005975,6.12903225806452,8.064516129032258,0100,100.0,2021-04-07 11:24:20,
PV8DX,11.091,-52.502,007D,8.286,0.067,0.005975,0,0.057999999999999996,412.0,952.0,0.003824,0.005975,6.12903225806452,8.064516129032258,0100,100.0,2021-04-07 11:24:20,
PV8DX,13.566,-53.01300000000001,007D,8.296,0.067,0.005975,0,0.057999999999999996,411.0,949.0,0.005975,0.005975,6.774193548387097,8.112903225806452,0100,100.0,2021-04-07 11:25:00,
PV8DX,13.566,-53.01300000000001,007D,8.296,0.067,0.005975,0,0.057999999999999996,411.0,949.0,0.005975,0.005975,6.774193548387097,8.112903225806452,0100,100.0,2021-04-07 11:25:00,
COESU,-39.118,-65.352,007D,8.286,0.067,60.03441,0,0.057,412.0,942.0,0.003824,0.005975,-0.32258064516128826,8.096774193548388,0100,0100,2021-04-07 12:46:30,2020-12-25 07:51:42
COESU,-37.887,-65.704,007D,8.286,0.063,60.052335,0,0.057,412.0,953.0,0.003824,0.005975,-0.6451612903225836,8.096774193548388,0100,0100,2021-04-07 12:46:50,2020-12-25 07:51:57
COESU,-24.938,-68.97,007D,8.286,0.067,60.303284999999995,0,0.057999999999999996,415.0,945.0,0.003824,0.005975,1.29032258064516,8.096774193548388,0100,0100,2021-04-07 12:50:20,2020-12-25 07:55:27
COESU,-21.231,-69.803,007D,8.296,0.067,60.374984999999995,0,0.057,415.0,953.0,0.003824,0.005975,1.935483870967744,8.112903225806452,0100,0100,2021-04-07 12:51:20,2020-12-25 07:56:27
PV8DX,-3.916,-73.406,007D,8.286,0.067,0.005975,0,0.057999999999999996,412.0,948.0,0.003824,0.005975,4.838709677419351,8.064516129032258,0100,100.0,2021-04-07 12:56:00,
PV8DX,-0.8220000000000001,-74.02600000000002,007D,8.286,0.067,0.005975,0,0.057999999999999996,413.0,953.0,0.003824,0.005975,5.483870967741937,8.096774193548388,0100,100.0,2021-04-07 12:56:50,
PV8DX,1.035,-74.398,007D,8.296,0.067,0.0,0,0.057999999999999996,411.0,950.0,0.003824,0.0,5.483870967741937,8.064516129032258,0100,100.0,2021-04-07 12:57:20,
PV8DX,2.891,-74.77,007D,8.296,0.067,0.005975,0,0.057999999999999996,414.0,952.0,0.005975,0.005975,5.806451612903223,8.064516129032258,0100,100.0,2021-04-07 12:57:50,
PV8DX,3.51,-74.89399999999998,007D,8.296,0.067,0.005975,0,0.059000000000000004,415.0,954.0,0.005975,0.005975,6.12903225806452,8.096774193548388,0100,100.0,2021-04-07 12:58:00,
PV8DX,4.748,-75.142,007D,8.286,0.067,0.005975,0,0.057999999999999996,418.0,953.0,0.003824,0.005975,6.12903225806452,8.080645161290322,0100,100.0,2021-04-07 12:58:20,
PV8DX,5.367000000000001,-75.267,007D,8.296,0.067,0.005975,0,0.057999999999999996,416.0,941.0,0.0,0.005975,6.451612903225808,8.080645161290322,0100,100.0,2021-04-07 12:58:30,
PV8DX,8.461,-75.892,007D,8.286,0.067,0.005975,0,0.057999999999999996,412.0,941.0,0.005975,0.005975,6.774193548387097,8.080645161290322,0100,100.0,2021-04-07 12:59:20,
PV8DX,9.08,-76.018,007D,8.296,0.067,0.005975,0,0.057999999999999996,417.0,947.0,0.005975,0.005975,6.774193548387097,8.080645161290322,0100,100.0,2021-04-07 12:59:30,
PV8DX,12.174,-76.652,007D,8.296,0.067,0.005975,0,0.057999999999999996,412.0,948.0,0.003824,0.005975,7.41935483870968,8.112903225806452,0100,100.0,2021-04-07 13:00:20,
PV8DX,12.793,-76.78,007D,8.286,0.067,0.005975,0,0.057999999999999996,415.0,942.0,0.005975,0.005975,7.41935483870968,8.129032258064516,0100,100.0,2021-04-07 13:00:30,
K4KDR,43.563,-63.466,007D,8.206,0.063,0.005975,0,0.06,412.0,948.0,0.005975,0.005975,11.29032258064516,8.016129032258064,100,100,2021-04-08 00:43:10,2020-12-25 19:48:03
PY4ZBZ,-20.289,-44.993,007D,8.296,0.067,20.49664,0,0.057,396.0,946.0,0.003824,0.005975,-6.774193548387097,8.096774193548388,100,100,2021-04-08 11:11:30,
PY4ZBZ,-18.435,-45.395,007D,8.296,0.067,20.49664,0,0.055999999999999994,399.0,949.0,0.003824,0.005975,-6.451612903225808,8.080645161290322,100,100,2021-04-08 11:12:00,
PY4ZBZ,-16.581,-45.791,007D,8.286,0.063,19.27296,0,0.057,397.0,942.0,0.003824,0.005975,-6.12903225806452,8.129032258064516,100,100,2021-04-08 11:12:30,
PY4ZBZ,-15.344,-46.052,007D,8.286,0.063,19.27296,0,0.055999999999999994,398.0,945.0,0.003824,0.005975,-5.806451612903223,8.080645161290322,100,100,2021-04-08 11:12:50,
PY4ZBZ,-14.726,-46.182,007D,8.286,0.063,19.27296,0,0.055999999999999994,401.0,951.0,0.003824,0.005975,-5.806451612903223,8.080645161290322,100,100,2021-04-08 11:13:00,
PY4ZBZ,-11.634,-46.824,007D,8.286,0.063,19.27296,0,0.057,402.0,951.0,0.003824,0.005975,-5.483870967741937,8.048387096774192,100,100,2021-04-08 11:13:50,
PY4ZBZ,-11.015999999999998,-46.951,007D,8.296,0.067,0.080065,0,0.057,405.0,945.0,0.003824,0.005975,-5.483870967741937,8.096774193548388,100,100,2021-04-08 11:14:00,
PY4ZBZ,-9.779,-47.20399999999999,007D,8.296,0.063,0.075285,0,0.057,395.0,937.0,0.003824,0.005975,-5.161290322580649,8.048387096774192,100,100,2021-04-08 11:14:20,
K4KDR,40.152,-82.24,007D,8.296,0.067,0.005975,0,0.057999999999999996,412.0,940.0,0.003824,0.005975,1.935483870967744,8.080645161290322,100,100,2021-04-08 13:03:30,2020-12-26 08:08:25
K4KDR,40.768,-82.42399999999998,007D,8.296,0.067,0.005975,0,0.057,414.0,943.0,0.003824,0.005975,1.935483870967744,8.064516129032258,100,100,2021-04-08 13:03:40,2020-12-26 08:08:40
K4KDR,43.846,-83.38600000000002,007D,8.286,0.067,0.005975,0,0.057999999999999996,412.0,945.0,0.003824,0.005975,2.5806451612903203,8.064516129032258,100,100,2021-04-08 13:04:30,2020-12-26 08:09:24
PV8DX,11.459,-46.31,007D,8.176,0.067,0.005975,0,0.059000000000000004,415.0,941.0,0.005975,0.005975,5.161290322580649,7.983870967741934,0100,100.0,2021-04-08 23:11:40,
PV8DX,8.961,-46.819,007D,8.176,0.063,0.005975,0,0.059000000000000004,412.0,951.0,0.003824,0.005975,4.838709677419351,8.0,0100,100.0,2021-04-08 23:12:20,
PV8DX,5.839,-47.449,007D,8.166,0.063,0.005975,0,0.059000000000000004,412.0,955.0,0.003824,0.005975,4.516129032258063,8.0,0100,100.0,2021-04-08 23:13:10,
K4KDR,31.076,-78.696,007D,8.296,0.067,0.005975,0,0.057999999999999996,412.0,956.0,0.003824,0.005975,5.161290322580649,8.080645161290322,100,100,2021-04-09 12:56:40,2020-12-27 08:01:36
K4KDR,32.929,-79.164,007D,8.296,0.067,0.005975,0,0.057999999999999996,412.0,947.0,0.005975,0.005975,5.483870967741937,8.064516129032258,100,100,2021-04-09 12:57:10,2020-12-27 08:02:06
K4KDR,33.546,-79.324,007D,8.296,0.067,0.005975,0,0.057999999999999996,412.0,949.0,0.003824,0.005975,5.483870967741937,8.080645161290322,100,100,2021-04-09 12:57:20,2020-12-27 08:02:21
K4KDR,36.632,-80.14699999999998,007D,8.296,0.063,0.005975,0,0.057999999999999996,411.0,955.0,0.003824,0.005975,5.806451612903223,8.129032258064516,100,100,2021-04-09 12:58:10,2020-12-27 08:03:06
K4KDR,37.249,-80.318,007D,8.296,0.067,0.005975,0,0.057999999999999996,412.0,946.0,0.003824,0.005975,5.806451612903223,8.080645161290322,100,100,2021-04-09 12:58:20,2020-12-27 08:03:21
K4KDR,38.482,-80.665,007D,8.296,0.067,0.005975,0,0.057999999999999996,412.0,939.0,0.003824,0.005975,5.806451612903223,8.080645161290322,100,100,2021-04-09 12:58:40,2020-12-27 08:03:36
K4KDR,39.715,-81.02199999999998,007D,8.286,0.067,0.005975,0,0.057999999999999996,410.0,952.0,0.003824,0.005975,5.806451612903223,8.096774193548388,100,100,2021-04-09 12:59:00,2020-12-27 08:03:52
K4KDR,40.331,-81.204,007D,8.286,0.067,0.005975,0,0.057999999999999996,411.0,946.0,0.003824,0.005975,6.12903225806452,8.112903225806452,100,100,2021-04-09 12:59:10,2020-12-27 08:04:07
K4KDR,41.563,-81.57600000000002,007D,8.296,0.067,0.005975,0,0.057999999999999996,410.0,954.0,0.005975,0.005975,6.451612903225808,8.064516129032258,100,100,2021-04-09 12:59:30,2020-12-27 08:04:22
K4KDR,43.41,-82.156,007D,8.286,0.067,0.005975,0,0.057999999999999996,412.0,954.0,0.003824,0.005975,6.451612903225808,8.048387096774192,100,100,2021-04-09 13:00:00,2020-12-27 08:04:52
K4KDR,45.255,-82.764,007D,8.296,0.067,0.005975,0,0.057999999999999996,412.0,944.0,0.003824,0.005975,6.774193548387097,8.080645161290322,100,100,2021-04-09 13:00:30,2020-12-27 08:05:22
K4KDR,47.099,-83.405,007D,8.286,0.067,0.005975,0,0.057999999999999996,412.0,949.0,0.003824,0.005975,6.774193548387097,8.080645161290322,100,100,2021-04-09 13:01:00,2020-12-27 08:05:52
COESU,-26.806,-53.164,007D,8.176,0.063,76.82894,0,0.057999999999999996,414.0,896.0,0.003824,0.005975,3.225806451612904,7.983870967741934,0100,0100,2021-04-09 23:17:30,2020-12-27 18:22:44
COESU,-28.671,-53.606,007D,8.176,0.063,76.86479,0,0.059000000000000004,414.0,944.0,0.003824,0.005975,2.903225806451616,7.951612903225807,0100,0100,2021-04-09 23:18:00,2020-12-27 18:23:14
COESU,-36.12300000000001,-55.503,007D,8.166,0.067,77.00819,0,0.057999999999999996,414.0,950.0,0.003824,0.005975,1.29032258064516,7.983870967741934,0100,0100,2021-04-09 23:20:00,2020-12-27 18:25:14
COESU,-37.363,-55.844,007D,8.166,0.063,77.026115,0,0.057999999999999996,416.0,944.0,0.003824,0.005975,1.29032258064516,7.951612903225807,0100,0100,2021-04-09 23:20:20,2020-12-27 18:25:29
COESU,-41.078,-56.922,007D,8.166,0.063,77.097815,0,0.057999999999999996,415.0,953.0,0.003824,0.005975,0.967741935483872,7.951612903225807,0100,0100,2021-04-09 23:21:20,2020-12-27 18:26:29
COESU,-41.69600000000001,-57.11,007D,8.166,0.063,77.11574,0,0.057999999999999996,416.0,949.0,0.005975,0.005975,0.6451612903225836,7.951612903225807,0100,0100,2021-04-09 23:21:30,2020-12-27 18:26:44
PV8DX,10.384,-49.089,007D,8.286,0.067,0.005975,0,0.057999999999999996,412.0,953.0,0.003824,0.005975,5.161290322580649,8.080645161290322,0100,100.0,2021-04-10 11:11:00,
PV8DX,11.622,-49.343,007D,8.296,0.067,0.005975,0,0.057999999999999996,411.0,944.0,0.003824,0.005975,5.161290322580649,8.048387096774192,0100,100.0,2021-04-10 11:11:20,
PV8DX,14.097,-49.855,007D,8.286,0.067,0.005975,0,0.057999999999999996,412.0,949.0,0.003824,0.005975,5.483870967741937,8.064516129032258,0100,100.0,2021-04-10 11:12:00,
PV8DX,14.716,-49.985,007D,8.296,0.067,0.005975,0,0.057999999999999996,411.0,954.0,0.003824,0.005975,5.806451612903223,8.112903225806452,0100,100.0,2021-04-10 11:12:10,
PV8DX,15.335,-50.115,007D,8.296,0.067,0.005975,0,0.057999999999999996,413.0,952.0,0.003824,0.005975,5.806451612903223,107.20967741935483,0100,100.0,2021-04-10 11:12:20,
PV8DX,16.573,-50.37600000000001,007D,8.296,0.067,0.005975,0,0.057999999999999996,412.0,954.0,0.003824,0.005975,5.806451612903223,8.112903225806452,0100,100.0,2021-04-10 11:12:40,
PV8DX,17.81,-50.639,007D,8.296,0.067,0.005975,0,0.057999999999999996,412.0,947.0,0.003824,0.005975,6.12903225806452,8.080645161290322,0100,100.0,2021-04-10 11:13:00,
PV8DX,18.429,-50.772,007D,8.286,0.067,0.005975,0,0.057999999999999996,384.0,955.0,0.003824,0.005975,6.451612903225808,8.112903225806452,0100,100.0,2021-04-10 11:13:10,
PV8DX,20.285,-51.174,007D,8.286,0.067,0.005975,0,0.057999999999999996,411.0,940.0,0.005975,0.005975,6.451612903225808,8.080645161290322,0100,100.0,2021-04-10 11:13:40,
PV8DX,-4.62,-69.99600000000001,007D,8.286,0.067,0.005975,0,0.057999999999999996,414.0,951.0,0.003824,0.005975,3.87096774193548,8.096774193548388,0100,100.0,2021-04-10 12:42:40,
PV8DX,-4.002,-70.12100000000001,007D,8.286,0.067,0.005975,0,0.057999999999999996,413.0,939.0,0.005975,0.005975,3.5483870967741917,8.080645161290322,0100,100.0,2021-04-10 12:42:50,
PV8DX,-2.764,-70.369,007D,8.286,0.067,0.005975,0,0.057999999999999996,413.0,951.0,0.003824,0.005975,3.87096774193548,8.096774193548388,0100,100.0,2021-04-10 12:43:10,
PV8DX,-2.146,-70.493,007D,8.296,0.067,0.005975,0,0.057999999999999996,413.0,955.0,0.003824,0.005975,3.87096774193548,8.080645161290322,0100,100.0,2021-04-10 12:43:20,
PV8DX,-0.908,-70.741,007D,8.296,0.067,0.005975,0,0.057999999999999996,412.0,949.0,0.003824,0.005975,4.193548387096777,8.080645161290322,0100,100.0,2021-04-10 12:43:40,
PV8DX,-0.289,-70.865,007D,8.286,0.067,0.005975,0,0.057999999999999996,413.0,953.0,0.005975,0.005975,4.516129032258063,8.096774193548388,0100,100.0,2021-04-10 12:43:50,
PV8DX,1.567,-71.236,007D,8.296,0.067,0.005975,0,0.057999999999999996,412.0,953.0,0.003824,0.005975,4.516129032258063,8.096774193548388,0100,100.0,2021-04-10 12:44:20,
PV8DX,2.805,-71.484,007D,8.286,0.067,0.005975,0,0.057999999999999996,416.0,942.0,0.003824,0.005975,4.838709677419351,8.096774193548388,0100,100.0,2021-04-10 12:44:40,
PV8DX,3.424,-71.608,007D,8.296,0.067,0.005975,0,0.057999999999999996,414.0,957.0,0.003824,0.005975,5.161290322580649,8.080645161290322,0100,100.0,2021-04-10 12:44:50,
PV8DX,6.518,-72.23100000000002,007D,8.286,0.067,0.005975,0,0.057999999999999996,415.0,947.0,0.003824,0.005975,5.483870967741937,8.080645161290322,0100,100.0,2021-04-10 12:45:40,
PV8DX,7.1370000000000005,-72.35600000000002,007D,8.286,0.067,0.005975,0,0.057999999999999996,415.0,950.0,0.003824,0.005975,5.483870967741937,4.129032258064516,0100,100.0,2021-04-10 12:45:50,
PV8DX,8.375,-72.607,007D,8.286,0.067,0.005975,0,0.057999999999999996,412.0,947.0,0.003824,0.005975,5.806451612903223,8.096774193548388,0100,100.0,2021-04-10 12:46:10,
PV8DX,10.232,-72.985,007D,8.286,0.067,0.005975,0,0.057999999999999996,416.0,951.0,0.005975,0.005975,6.12903225806452,8.080645161290322,0100,100.0,2021-04-10 12:46:40,
PV8DX,10.851,-73.112,007D,8.296,0.067,0.005975,0,0.057999999999999996,414.0,947.0,0.003824,0.005975,6.12903225806452,8.096774193548388,0100,100.0,2021-04-10 12:46:50,
PV8DX,12.088,-73.366,007D,8.296,0.067,0.005975,0,0.057999999999999996,412.0,947.0,0.005975,0.005975,6.12903225806452,8.096774193548388,0100,100.0,2021-04-10 12:47:10,
PV8DX,12.707,-73.494,007D,8.286,0.067,0.005975,0,0.057999999999999996,413.0,948.0,0.005975,0.005975,6.451612903225808,8.064516129032258,0100,100.0,2021-04-10 12:47:20,
PV8DX,13.945,-73.751,007D,8.296,0.067,0.005975,0,0.057999999999999996,411.0,943.0,0.003824,0.005975,6.451612903225808,8.048387096774192,0100,100.0,2021-04-10 12:47:40,
PV8DX,14.564,-73.88,007D,8.286,0.067,0.005975,0,0.0,414.0,952.0,0.003824,0.005975,6.774193548387097,8.096774193548388,0100,100.0,2021-04-10 12:47:50,
KB6LTY,37.284,-103.165,007D,8.296,0.067,0.080065,0,0.057999999999999996,410.0,960.0,0.003824,0.005975,9.032258064516126,8.129032258064516,100,100,2021-04-10 14:29:40,
KB6LTY,37.901,-103.338,007D,8.296,0.067,0.080065,0,0.057999999999999996,413.0,951.0,0.003824,0.005975,9.032258064516126,8.096774193548388,100,100,2021-04-10 14:29:50,
KB6LTY,39.135,-103.69,007D,8.296,0.067,0.080065,0,0.059000000000000004,410.0,956.0,0.003824,0.005975,9.354838709677416,8.048387096774192,100,100,2021-04-10 14:30:10,
KB6LTY,39.751,-103.87,007D,8.286,0.067,0.080065,0,0.057999999999999996,412.0,949.0,0.003824,0.005975,9.354838709677416,8.080645161290322,100,100,2021-04-10 14:30:20,
KB6LTY,40.984,-104.237,007D,8.296,0.067,0.080065,0,0.059000000000000004,410.0,957.0,0.003824,0.005975,9.677419354838714,8.080645161290322,100,100,2021-04-10 14:30:40,
KB6LTY,41.6,-104.424,007D,8.296,0.067,0.080065,0,0.059000000000000004,411.0,941.0,0.005975,0.005975,9.677419354838714,8.112903225806452,100,100,2021-04-10 14:30:50,
KB6LTY,43.447,-105.005,007D,8.296,0.067,0.080065,0,0.059000000000000004,412.0,947.0,0.005975,0.005975,10.0,8.096774193548388,100,100,2021-04-10 14:31:20,
KB6LTY,44.677,-105.407,007D,8.296,0.067,0.080065,0,0.059000000000000004,411.0,954.0,0.003824,0.005975,10.0,8.064516129032258,100,100,2021-04-10 14:31:40,
KB6LTY,45.292,-105.613,007D,8.286,0.067,0.080065,0,0.059000000000000004,411.0,951.0,0.003824,0.005975,10.0,8.080645161290322,100,100,2021-04-10 14:31:50,
KB6LTY,46.522,-106.037,007D,8.296,0.067,0.080065,0,0.059000000000000004,411.0,952.0,0.003824,0.005975,10.322580645161286,8.096774193548388,100,100,2021-04-10 14:32:10,
KB6LTY,48.364,-106.703,007D,8.296,0.067,0.080065,0,0.059000000000000004,256.0,945.0,0.005975,0.005975,10.645161290322584,8.096774193548388,100,100,2021-04-10 14:32:40,
KB6LTY,48.977,-106.934,007D,8.286,0.067,0.080065,0,0.057999999999999996,411.0,942.0,0.005975,0.005975,10.645161290322584,8.080645161290322,100,100,2021-04-10 14:32:50,
KB6LTY,50.203,-107.409,007D,8.286,0.067,0.080065,0,0.059000000000000004,410.0,959.0,0.003824,0.005975,10.645161290322584,8.096774193548388,100,100,2021-04-10 14:33:10,
KB6LTY,50.816,-107.655,007D,8.286,0.067,0.080065,0,0.059000000000000004,410.0,952.0,0.003824,0.005975,10.967741935483874,8.080645161290322,100,100,2021-04-10 14:33:20,
KB6LTY,52.04,-108.162,007D,8.296,0.067,0.064052,0,0.057999999999999996,410.0,957.0,0.005975,0.003824,10.967741935483874,8.096774193548388,100,100,2021-04-10 14:33:40,
KB6LTY,52.652,-108.425,007D,8.296,0.067,0.080065,0,0.059000000000000004,410.0,952.0,0.005975,0.005975,10.967741935483874,8.096774193548388,100,100,2021-04-10 14:33:50,
KB6LTY,53.874,-108.969,007D,8.296,0.067,0.080065,0,0.059000000000000004,411.0,945.0,0.005975,0.005975,11.29032258064516,8.064516129032258,100,100,2021-04-10 14:34:10,
PV8DX,7.432,-68.872,007D,8.206,0.067,0.005975,0,0.06,410.0,952.0,0.005975,0.005975,10.967741935483874,8.0,0100,100.0,2021-04-11 00:39:40,
PV8DX,2.436,-69.874,007D,8.196,0.063,0.005975,0,0.06,410.0,949.0,0.003824,0.005975,10.645161290322584,8.016129032258064,0100,100.0,2021-04-11 00:41:00,
KB6LTY,46.958,-106.898,007D,8.226,0.067,20.49664,0,0.06,413.0,953.0,0.003824,0.005975,15.483870967741936,8.048387096774192,100,100,2021-04-11 03:40:30,
KB6LTY,46.339,-107.116,007D,8.226,0.063,19.27296,0,0.06,411.0,948.0,0.003824,0.005975,15.16129032258064,8.03225806451613,100,100,2021-04-11 03:40:40,
KB6LTY,45.102,-107.539,007D,8.226,0.067,20.49664,0,0.061,414.0,952.0,0.003824,0.005975,15.16129032258064,8.048387096774192,100,100,2021-04-11 03:41:00,
KB6LTY,44.483,-107.746,007D,8.226,0.067,20.49664,0,0.06,412.0,946.0,0.005975,0.005975,15.16129032258064,8.03225806451613,100,100,2021-04-11 03:41:10,
KB6LTY,41.385,-108.728,007D,8.226,0.067,20.49664,0,0.06,410.0,943.0,0.005975,0.005975,14.83870967741936,8.03225806451613,100,100,2021-04-11 03:42:00,
KB6LTY,38.902,-109.463,007D,8.216000000000001,0.067,20.49664,0,0.06,412.0,949.0,0.003824,0.005975,14.193548387096767,8.016129032258064,100,100,2021-04-11 03:42:40,
KB6LTY,37.66,-109.816,007D,8.226,0.063,19.27296,0,0.06,412.0,955.0,0.003824,0.005975,14.516129032258064,8.048387096774192,100,100,2021-04-11 03:43:00,
KB6LTY,37.039,-109.989,007D,8.216000000000001,0.067,20.49664,0,0.059000000000000004,413.0,939.0,0.003824,0.005975,14.516129032258064,8.016129032258064,100,100,2021-04-11 03:43:10,
KB6LTY,35.796,-110.328,007D,8.216000000000001,0.063,19.27296,0,0.06,411.0,947.0,0.005975,0.005975,14.516129032258064,8.03225806451613,100,100,2021-04-11 03:43:30,
KB6LTY,35.174,-110.495,007D,8.216000000000001,0.063,19.27296,0,0.06,409.0,956.0,0.003824,0.005975,13.87096774193548,8.048387096774192,100,100,2021-04-11 03:43:40,
KB6LTY,33.93,-110.823,007D,8.216000000000001,0.063,19.27296,0,0.06,410.0,948.0,0.003824,0.005975,13.87096774193548,8.03225806451613,100,100,2021-04-11 03:44:00,
KB6LTY,32.063,-111.302,007D,8.216000000000001,0.067,20.49664,0,0.06,412.0,950.0,0.005975,0.005975,13.87096774193548,8.03225806451613,100,100,2021-04-11 03:44:30,
KB6LTY,31.44,-111.458,007D,8.216000000000001,0.067,20.49664,0,0.06,411.0,953.0,0.003824,0.005975,13.548387096774194,7.96774193548387,100,100,2021-04-11 03:44:40,
KB6LTY,30.195,-111.766,007D,8.216000000000001,0.067,20.49664,0,0.06,410.0,952.0,0.003824,0.005975,13.548387096774194,8.048387096774192,100,100,2021-04-11 03:45:00,
KB6LTY,29.572,-111.918,007D,8.216000000000001,0.063,19.27296,0,0.06,409.0,950.0,0.003824,0.005975,13.548387096774194,8.0,100,100,2021-04-11 03:45:10,
KB6LTY,28.326,-112.218,007D,8.216000000000001,0.067,20.49664,0,0.06,410.0,955.0,0.003824,0.005975,13.225806451612904,4.129032258064516,100,100,2021-04-11 03:45:30,
KB6LTY,27.703000000000007,-112.366,007D,8.216000000000001,0.067,20.49664,0,0.06,411.0,945.0,0.005975,0.005975,12.903225806451616,8.03225806451613,100,100,2021-04-11 03:45:40,
KB6LTY,26.456,-112.659,007D,8.206,0.063,19.27296,0,0.06,411.0,953.0,0.005975,0.005975,12.903225806451616,7.96774193548387,100,100,2021-04-11 03:46:00,
KB6LTY,25.833,-112.804,007D,8.206,0.067,20.49664,0,0.06,412.0,951.0,0.005975,0.005975,12.580645161290322,7.983870967741934,100,100,2021-04-11 03:46:10,
KB6LTY,24.586,-113.09,007D,8.206,0.067,20.49664,0,0.06,412.0,947.0,0.003824,0.005975,12.580645161290322,8.0,100,100,2021-04-11 03:46:30,
KB6LTY,22.715,-113.511,007D,8.206,0.063,19.27296,0,0.059000000000000004,411.0,944.0,0.005975,0.005975,12.258064516129034,8.016129032258064,100,100,2021-04-11 03:47:00,
KB6LTY,22.092,-113.65,007D,8.206,0.067,20.49664,0,0.059000000000000004,411.0,949.0,0.005975,0.005975,11.935483870967744,8.03225806451613,100,100,2021-04-11 03:47:10,
KB6LTY,20.22,-114.061,007D,8.206,0.063,19.27296,0,0.059000000000000004,412.0,950.0,0.005975,0.005975,11.612903225806447,8.016129032258064,100,100,2021-04-11 03:47:40,
KB6LTY,18.972,-114.332,007D,8.206,0.067,20.49664,0,0.059000000000000004,412.0,955.0,0.003824,0.005975,11.935483870967744,7.96774193548387,100,100,2021-04-11 03:48:00,
KB6LTY,18.348,-114.466,007D,8.206,0.063,19.27296,0,0.06,412.0,942.0,0.005975,0.005975,11.612903225806447,7.96774193548387,100,100,2021-04-11 03:48:10,
KB6LTY,17.1,-114.732,007D,8.206,0.063,19.27296,0,0.059000000000000004,412.0,954.0,0.003824,0.005975,11.612903225806447,8.016129032258064,100,100,2021-04-11 03:48:30,
KB6LTY,16.476,-114.864,007D,8.206,0.067,20.49664,0,0.059000000000000004,412.0,952.0,0.003824,0.005975,11.29032258064516,8.016129032258064,100,100,2021-04-11 03:48:40,
