COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-12 21:20:55","870656","15.05597235","0.0023298","97.5583","35.7422","75.0931","285.3006","0","999","770","0.000058426","0.00000785","0","3035885","0 OBJECT U","1 47950U 21022U   21132.88953554  .00000785  00000-0  58426-4 0  9997","2 47950  97.5583  35.7422 0023298  75.0931 285.3006 15.05597235  7706","2021-022U","47950","6927.810","95.643","565.815","533.535","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-13 05:19:26","577696","15.05597637","0.0023246","97.5583","36.0674","74.3642","286.015","0","999","775","0.000049093","0.0000065","0","3036032","0 OBJECT U","1 47950U 21022U   21133.22183539  .00000650  00000-0  49093-4 0  9995","2 47950  97.5583  36.0674 0023246  74.3642 286.0150 15.05597637  7752","2021-022U","47950","6927.809","95.643","565.778","533.569","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-13 13:17:57","604416","15.05598666","0.0023265","97.5578","36.3928","72.9036","287.4775","0","999","780","0.000071518","0.00000975","0","3036204","0 OBJECT U","1 47950U 21022U   21133.55413894  .00000975  00000-0  71518-4 0  9998","2 47950  97.5578  36.3928 0023265  72.9036 287.4775 15.05598666  7800","2021-022U","47950","6927.806","95.643","565.788","533.553","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-13 13:17:57","604416","15.05598666","0.0023265","97.5578","36.3928","72.9036","287.4775","0","999","780","0.000071518","0.00000975","0","3036216","0 OBJECT U","1 47950U 21022U   21133.55413894  .00000975  00000-0  71518-4 0  9998","2 47950  97.5578  36.3928 0023265  72.9036 287.4775 15.05598666  7800","2021-022U","47950","6927.806","95.643","565.788","533.553","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-13 21:16:28","390080","15.05600777","0.0023149","97.5581","36.7182","71.9983","288.3782","0","999","785","0.00009773","0.00001355","0","3036516","0 OBJECT U","1 47950U 21022U   21133.88643970  .00001355  00000-0  97730-4 0  9991","2 47950  97.5581  36.7182 0023149  71.9983 288.3782 15.05600777  7851","2021-022U","47950","6927.799","95.643","565.701","533.627","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-14 05:14:59","212032","15.0560248","0.0023168","97.5582","37.0437","70.9871","289.387","0","999","790","0.00011167","0.00001558","0","3036728","0 OBJECT U","1 47950U 21022U   21134.21874088  .00001558  00000-0  11167-3 0  9999","2 47950  97.5582  37.0437 0023168  70.9871 289.3870 15.05602480  7903","2021-022U","47950","6927.794","95.643","565.709","533.609","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-14 13:13:30","71136","15.05603733","0.0023233","97.5584","37.3696","69.9749","290.3979","0","999","795","0.00012548","0.00001758","0","3036770","0 OBJECT U","1 47950U 21022U   21134.55104249  .00001758  00000-0  12548-3 0  9997","2 47950  97.5584  37.3696 0023233  69.9749 290.3979 15.05603733  7959","2021-022U","47950","6927.790","95.643","565.750","533.560","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-14 18:00:36","557568","15.05604177","0.0023266","97.5581","37.5655","69.1494","291.2211","0","999","798","0.00011627","0.00001624","0","3036946","0 OBJECT U","1 47950U 21022U   21134.75042312  .00001624  00000-0  11627-3 0  9990","2 47950  97.5581  37.5655 0023266  69.1494 291.2211 15.05604177  7983","2021-022U","47950","6927.789","95.643","565.772","533.536","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-14 21:12:00","897408","15.05604977","0.0023245","97.5579","37.6959","68.7169","291.6548","0","999","800","0.00012409","0.00001738","0","3036986","0 OBJECT U","1 47950U 21022U   21134.88334372  .00001738  00000-0  12409-3 0  9999","2 47950  97.5579  37.6959 0023245  68.7169 291.6548 15.05604977  8008","2021-022U","47950","6927.786","95.643","565.755","533.548","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-15 01:59:07","355328","15.05606297","0.0023263","97.5578","37.8912","68.0102","292.361","0","999","803","0.00013354","0.00001875","0","3037103","0 OBJECT U","1 47950U 21022U   21135.08272402  .00001875  00000-0  13354-3 0  9999","2 47950  97.5578  37.8912 0023263  68.0102 292.3610 15.05606297  8036","2021-022U","47950","6927.782","95.643","565.763","533.531","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-15 14:44:44","621376","15.05607813","0.0023294","97.5577","38.4116","66.3219","294.0459","0","999","811","0.00013709","0.00001927","0","3037141","0 OBJECT U","1 47950U 21022U   21135.61440534  .00001927  00000-0  13709-3 0  9993","2 47950  97.5577  38.4116 0023294  66.3219 294.0459 15.05607813  8116","2021-022U","47950","6927.778","95.642","565.780","533.505","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-15 21:07:33","116160","15.05609335","0.0023187","97.5578","38.6722","65.6207","294.7439","0","999","815","0.00013759","0.00001934","0","3037145","0 OBJECT U","1 47950U 21022U   21135.88024440  .00001934  00000-0  13759-3 0  9999","2 47950  97.5578  38.6722 0023187  65.6207 294.7439 15.05609335  8152","2021-022U","47950","6927.773","95.642","565.701","533.574","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-16 11:28:52","666176","15.05607359","0.0023396","97.5582","39.2581","62.9862","297.3764","0","999","824","0.00008009","0.000011","0","3037149","0 OBJECT U","1 47950U 21022U   21136.47838734  .00001100  00000-0  80090-4 0  9992","2 47950  97.5582  39.2581 0023396  62.9862 297.3764 15.05607359  8240","2021-022U","47950","6927.779","95.642","565.852","533.436","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-16 22:38:47","543712","15.05610005","0.0023249","97.5581","39.7142","61.4823","298.8776","0","999","831","0.000092917","0.00001286","0","3037152","0 OBJECT U","1 47950U 21022U   21136.94360583  .00001286  00000-0  92917-4 0  9992","2 47950  97.5581  39.7142 0023249  61.4823 298.8776 15.05610005  8314","2021-022U","47950","6927.771","95.642","565.742","533.529","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-17 14:35:48","755616","15.05613219","0.0023275","97.5581","40.3655","59.4408","300.9141","0","999","841","0.00010517","0.00001464","0","3037224","0 OBJECT U","1 47950U 21022U   21137.60820319  .00001464  00000-0  10517-3 0  9997","2 47950  97.5581  40.3655 0023275  59.4408 300.9141 15.05613219  8418","2021-022U","47950","6927.761","95.642","565.750","533.502","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-17 17:47:12","959808","15.05613938","0.0023255","97.5581","40.4959","58.984","301.3689","0","999","843","0.00010773","0.00001501","0","3037347","0 OBJECT U","1 47950U 21022U   21137.74112222  .00001501  00000-0  10773-3 0  9995","2 47950  97.5581  40.4959 0023255  58.9840 301.3689 15.05613938  8430","2021-022U","47950","6927.759","95.642","565.734","533.513","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-17 22:34:19","289856","15.05614791","0.0023184","97.5582","40.6911","58.4956","301.8554","0","999","846","0.00010998","0.00001534","0","3037384","0 OBJECT U","1 47950U 21022U   21137.94050104  .00001534  00000-0  10998-3 0  9992","2 47950  97.5582  40.6911 0023184  58.4956 301.8554 15.05614791  8462","2021-022U","47950","6927.756","95.642","565.682","533.560","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-18 06:32:49","831872","15.05616158","0.0023164","97.5585","41.0167","57.6863","302.6621","0","999","851","0.00011257","0.00001571","0","3037773","0 OBJECT U","1 47950U 21022U   21138.27279898  .00001571  00000-0  11257-3 0  9992","2 47950  97.5585  41.0167 0023164  57.6863 302.6621 15.05616158  8518","2021-022U","47950","6927.752","95.642","565.664","533.570","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-18 09:44:14","30016","15.05616488","0.0023173","97.5584","41.1469","57.2486","303.0959","0","999","853","0.00011206","0.00001564","0","3037958","0 OBJECT U","1 47950U 21022U   21138.40571794  .00001564  00000-0  11206-3 0  9993","2 47950  97.5584  41.1469 0023173  57.2486 303.0959 15.05616488  8537","2021-022U","47950","6927.751","95.642","565.670","533.562","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-18 14:31:20","382528","15.05617612","0.0023181","97.5583","41.3421","56.5502","303.7958","0","999","856","0.00011656","0.00001629","0","3037983","0 OBJECT U","1 47950U 21022U   21138.60509702  .00001629  00000-0  11656-3 0  9996","2 47950  97.5583  41.3421 0023181  56.5502 303.7958 15.05617612  8565","2021-022U","47950","6927.748","95.642","565.672","533.553","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-18 17:42:44","563392","15.05618209","0.0023165","97.5583","41.4724","56.0858","304.2577","0","999","858","0.00011788","0.00001648","0","3038143","0 OBJECT U","1 47950U 21022U   21138.73801578  .00001648  00000-0  11788-3 0  9993","2 47950  97.5583  41.4724 0023165  56.0858 304.2577 15.05618209  8581","2021-022U","47950","6927.746","95.642","565.659","533.563","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-18 20:54:08","758080","15.0561871","0.0023149","97.5584","41.6026","55.6766","304.6652","0","999","860","0.0001183","0.00001654","0","3038155","0 OBJECT U","1 47950U 21022U   21138.87093470  .00001654  00000-0  11830-3 0  9997","2 47950  97.5584  41.6026 0023149  55.6766 304.6652 15.05618710  8602","2021-022U","47950","6927.744","95.642","565.646","533.572","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-19 01:41:15","58752","15.05619659","0.0023121","97.5585","41.7979","55.1395","305.2021","0","999","863","0.00012071","0.00001689","0","3038366","0 OBJECT U","1 47950U 21022U   21139.07031318  .00001689  00000-0  12071-3 0  9999","2 47950  97.5585  41.7979 0023121  55.1395 305.2021 15.05619659  8637","2021-022U","47950","6927.741","95.642","565.624","533.589","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-19 14:26:51","818496","15.0562154","0.0023117","97.5589","42.3194","53.6612","306.6755","0","999","871","0.00012143","0.000017","0","3038636","0 OBJECT U","1 47950U 21022U   21139.60198864  .00001700  00000-0  12143-3 0  9992","2 47950  97.5589  42.3194 0023117  53.6612 306.6755 15.05621540  8717","2021-022U","47950","6927.735","95.642","565.615","533.586","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-19 17:38:15","985536","15.05622089","0.0023119","97.5589","42.4497","53.1728","307.162","0","999","873","0.000122","0.00001708","0","3038813","0 OBJECT U","1 47950U 21022U   21139.73490724  .00001708  00000-0  12200-3 0  9998","2 47950  97.5589  42.4497 0023119  53.1728 307.1620 15.05622089  8737","2021-022U","47950","6927.734","95.642","565.615","533.583","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-19 22:25:22","244736","15.05622774","0.0023119","97.5588","42.6452","52.5037","307.8285","0","999","876","0.00012182","0.00001705","0","3038837","0 OBJECT U","1 47950U 21022U   21139.93428524  .00001705  00000-0  12182-3 0  9995","2 47950  97.5588  42.6452 0023119  52.5037 307.8285 15.05622774  8763","2021-022U","47950","6927.732","95.641","565.613","533.580","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-20 01:36:46","421280","15.05623302","0.002313","97.5588","42.7754","52.0606","308.2709","0","999","878","0.00012228","0.00001712","0","3039058","0 OBJECT U","1 47950U 21022U   21140.06720395  .00001712  00000-0  12228-3 0  9991","2 47950  97.5588  42.7754 0023130  52.0606 308.2709 15.05623302  8785","2021-022U","47950","6927.730","95.641","565.619","533.571","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-20 09:35:16","838880","15.05624123","0.0023094","97.5588","43.1011","51.0782","309.2484","0","999","883","0.00011946","0.00001671","0","3039282","0 OBJECT U","1 47950U 21022U   21140.39950045  .00001671  00000-0  11946-3 0  9994","2 47950  97.5588  43.1011 0023094  51.0782 309.2484 15.05624123  8838","2021-022U","47950","6927.728","95.641","565.591","533.594","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-20 14:22:23","105856","15.05624946","0.0023093","97.5587","43.2964","50.5481","309.7789","0","999","886","0.00012085","0.00001691","0","3039335","0 OBJECT U","1 47950U 21022U   21140.59887854  .00001691  00000-0  12085-3 0  9990","2 47950  97.5587  43.2964 0023093  50.5481 309.7789 15.05624946  8863","2021-022U","47950","6927.725","95.641","565.588","533.592","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-20 17:33:47","254752","15.05625423","0.0023073","97.5586","43.4267","50.1009","310.2247","0","999","888","0.00012075","0.0000169","0","3039522","0 OBJECT U","1 47950U 21022U   21140.73179693  .00001690  00000-0  12075-3 0  9999","2 47950  97.5586  43.4267 0023073  50.1009 310.2247 15.05625423  8889","2021-022U","47950","6927.724","95.641","565.573","533.604","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-20 22:20:53","473344","15.05626047","0.0023075","97.5586","43.6221","49.4332","310.8896","0","999","891","0.00011995","0.00001679","0","3039572","0 OBJECT U","1 47950U 21022U   21140.93117446  .00001679  00000-0  11995-3 0  9996","2 47950  97.5586  43.6221 0023075  49.4332 310.8896 15.05626047  8916","2021-022U","47950","6927.722","95.641","565.572","533.601","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-21 01:32:17","626560","15.05626529","0.0023083","97.5587","43.7523","48.9865","311.3354","0","999","893","0.00012005","0.0000168","0","3039686","0 OBJECT U","1 47950U 21022U   21141.06409290  .00001680  00000-0  12005-3 0  9997","2 47950  97.5587  43.7523 0023083  48.9865 311.3354 15.05626529  8939","2021-022U","47950","6927.720","95.641","565.576","533.594","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-21 14:17:54","215232","15.05628086","0.0023037","97.5589","44.2734","47.559","312.7584","0","999","901","0.00011851","0.00001658","0","3039735","0 OBJECT U","1 47950U 21022U   21141.59576638  .00001658  00000-0  11851-3 0  9999","2 47950  97.5589  44.2734 0023037  47.5590 312.7584 15.05628086  9010","2021-022U","47950","6927.715","95.641","565.540","533.621","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-21 19:05:00","406176","15.0562874","0.0023009","97.5589","44.4688","46.9455","313.3697","0","999","904","0.00011809","0.00001652","0","3040129","0 OBJECT U","1 47950U 21022U   21141.79514359  .00001652  00000-0  11809-3 0  9990","2 47950  97.5589  44.4688 0023009  46.9455 313.3697 15.05628740  9044","2021-022U","47950","6927.713","95.641","565.518","533.638","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-21 22:16:24","526560","15.05629147","0.0023021","97.5589","44.5991","46.4941","313.8191","0","999","906","0.0001176","0.00001644","0","3040151","0 OBJECT U","1 47950U 21022U   21141.92806165  .00001644  00000-0  11760-3 0  9991","2 47950  97.5589  44.5991 0023021  46.4941 313.8191 15.05629147  9069","2021-022U","47950","6927.712","95.641","565.525","533.629","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-22 03:03:30","714912","15.05629788","0.0023039","97.559","44.7944","45.837","314.4743","0","999","909","0.00011708","0.00001637","0","3040403","0 OBJECT U","1 47950U 21022U   21142.12743883  .00001637  00000-0  11708-3 0  9995","2 47950  97.5590  44.7944 0023039  45.8370 314.4743 15.05629788  9093","2021-022U","47950","6927.710","95.641","565.536","533.614","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-22 09:58:34","960224","15.05630284","0.0023002","97.5591","45.0772","44.9992","76.6854","0","999","913","0.0001133","0.00001582","0","3040560","0 OBJECT U","1 47950U 21022U   21142.41568241  .00001582  00000-0  11330-3 0  9990","2 47950  97.5591  45.0772 0023002  44.9992  76.6854 15.05630284  9135","2021-022U","47950","6927.709","95.641","565.509","533.639","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-22 17:47:29","436288","15.0563146","0.0022988","97.559","45.3962","44.0411","41.5407","0","999","918","0.00011423","0.00001596","0","3040808","0 OBJECT U","1 47950U 21022U   21142.74131292  .00001596  00000-0  11423-3 0  9996","2 47950  97.5590  45.3962 0022988  44.0411  41.5407 15.05631460  9184","2021-022U","47950","6927.705","95.641","565.495","533.645","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-23 03:35:47","225760","15.05632871","0.0023004","97.5592","45.7966","42.6856","95.9002","0","999","924","0.00011462","0.00001601","0","3041038","0 OBJECT U","1 47950U 21022U   21143.14985215  .00001601  00000-0  11462-3 0  9993","2 47950  97.5592  45.7966 0023004  42.6856  95.9002 15.05632871  9249","2021-022U","47950","6927.701","95.641","565.502","533.629","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-23 11:43:44","940576","15.05633321","0.0022986","97.5593","46.1289","41.6951","132.4616","0","999","929","0.00010983","0.00001532","0","3041251","0 OBJECT U","1 47950U 21022U   21143.48871459  .00001532  00000-0  10983-3 0  9994","2 47950  97.5593  46.1289 0022986  41.6951 132.4616 15.05633321  9290","2021-022U","47950","6927.699","95.641","565.488","533.640","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-23 11:43:44","940576","15.05633321","0.0022986","97.5593","46.1289","41.6951","132.4616","0","999","929","0.00010983","0.00001532","0","3041263","0 OBJECT U","1 47950U 21022U   21143.48871459  .00001532  00000-0  10983-3 0  9994","2 47950  97.5593  46.1289 0022986  41.6951 132.4616 15.05633321  9290","2021-022U","47950","6927.699","95.641","565.488","533.640","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-23 19:18:51","18624","15.05634144","0.0022996","97.5592","46.4387","40.6829","45.4356","0","999","934","0.00010848","0.00001512","0","3041428","0 OBJECT U","1 47950U 21022U   21143.80475716  .00001512  00000-0  10848-3 0  9994","2 47950  97.5592  46.4387 0022996  40.6829  45.4356 15.05634144  9349","2021-022U","47950","6927.697","95.641","565.493","533.631","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-23 20:48:45","590112","15.05634158","0.0023037","97.5592","46.4999","40.4245","23.9072","0","999","935","0.00010668","0.00001486","0","3041473","0 OBJECT U","1 47950U 21022U   21143.86719433  .00001486  00000-0  10668-3 0  9997","2 47950  97.5592  46.4999 0023037  40.4245  23.9072 15.05634158  9357","2021-022U","47950","6927.697","95.641","565.521","533.602","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-24 06:39:32","970816","15.05635029","0.002302","97.5594","46.9019","39.0733","87.6421","0","999","941","0.0001036","0.00001441","0","3041715","0 OBJECT U","1 47950U 21022U   21144.27746494  .00001441  00000-0  10360-3 0  9990","2 47950  97.5594  46.9019 0023020  39.0733  87.6421 15.05635029  9415","2021-022U","47950","6927.694","95.641","565.507","533.612","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-24 14:26:41","989632","15.05635363","0.0022999","97.5593","47.2199","38.1296","45.8715","0","999","946","0.000099298","0.00001379","0","3041959","0 OBJECT U","1 47950U 21022U   21144.60187488  .00001379  00000-0  99298-4 0  9997","2 47950  97.5593  47.2199 0022999  38.1296  45.8715 15.05635363  9463","2021-022U","47950","6927.693","95.641","565.491","533.625","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-24 20:44:27","542688","15.05635768","0.0023046","97.5594","47.477","37.2342","27.7907","0","999","950","0.000095955","0.0000133","0","3042118","0 OBJECT U","1 47950U 21022U   21144.86420767  .00001330  00000-0  95955-4 0  9998","2 47950  97.5594  47.4770 0023046  37.2342  27.7907 15.05635768  9503","2021-022U","47950","6927.692","95.641","565.522","533.591","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-25 12:56:45","328992","15.05636597","0.0023015","97.5594","48.1386","35.0743","87.4562","0","999","960","0.000088367","0.0000122","0","3042352","0 OBJECT U","1 47950U 21022U   21145.53941353  .00001220  00000-0  88367-4 0  9999","2 47950  97.5594  48.1386 0023015  35.0743  87.4562 15.05636597  9603","2021-022U","47950","6927.689","95.641","565.498","533.610","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-25 12:56:45","328992","15.05636597","0.0023015","97.5594","48.1386","35.0743","87.4562","0","999","960","0.000088367","0.0000122","0","3042629","0 OBJECT U","1 47950U 21022U   21145.53941353  .00001220  00000-0  88367-4 0  9999","2 47950  97.5594  48.1386 0023015  35.0743  87.4562 15.05636597  9603","2021-022U","47950","6927.689","95.641","565.498","533.610","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-25 19:09:46","8288","15.05636924","0.0023025","97.5595","48.3924","34.2209","51.4745","0","999","964","0.000085256","0.00001175","0","3042658","0 OBJECT U","1 47950U 21022U   21145.79844917  .00001175  00000-0  85256-4 0  9998","2 47950  97.5595  48.3924 0023025  34.2209  51.4745 15.05636924  9645","2021-022U","47950","6927.688","95.641","565.504","533.602","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-25 23:48:59","230080","15.05637065","0.0023099","97.5597","48.5824","33.5451","22.4986","0","999","967","0.000082353","0.00001133","0","3042860","0 OBJECT U","1 47950U 21022U   21145.99235220  .00001133  00000-0  82353-4 0  9990","2 47950  97.5597  48.5824 0023099  33.5451  22.4986 15.05637065  9675","2021-022U","47950","6927.688","95.641","565.555","533.551","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-26 12:52:38","277696","15.05637296","0.0023124","97.5596","49.1158","31.8384","92.0795","0","999","975","0.000074308","0.00001016","0","3042939","0 OBJECT U","1 47950U 21022U   21146.53655414  .00001016  00000-0  74308-4 0  9993","2 47950  97.5596  49.1158 0023124  31.8384  92.0795 15.05637296  9752","2021-022U","47950","6927.687","95.641","565.572","533.533","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-26 20:35:21","232896","15.05637492","0.0023136","97.5597","49.4309","30.8728","33.6544","0","999","980","0.000069725","0.0000095","0","3043363","0 OBJECT U","1 47950U 21022U   21146.85788464  .00000950  00000-0  69725-4 0  9993","2 47950  97.5597  49.4309 0023136  30.8728  33.6544 15.05637492  9805","2021-022U","47950","6927.687","95.641","565.579","533.524","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-26 20:35:21","232896","15.05637492","0.0023136","97.5597","49.4309","30.8728","33.6544","0","999","980","0.000069725","0.0000095","0","3043367","0 OBJECT U","1 47950U 21022U   21146.85788464  .00000950  00000-0  69725-4 0  9993","2 47950  97.5597  49.4309 0023136  30.8728  33.6544 15.05637492  9805","2021-022U","47950","6927.687","95.641","565.579","533.524","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-27 04:56:56","389344","15.05637988","0.0023134","97.5596","49.7721","29.7349","121.6217","0","999","985","0.000067748","0.00000921","0","3043569","0 OBJECT U","1 47950U 21022U   21147.20620821  .00000921  00000-0  67748-4 0  9996","2 47950  97.5596  49.7721 0023134  29.7349 121.6217 15.05637988  9859","2021-022U","47950","6927.685","95.641","565.577","533.523","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-27 08:05:03","51168","15.05637934","0.0023094","97.5595","49.9","29.2927","109.685","0","999","987","0.000065281","0.00000885","0","3043684","0 OBJECT U","1 47950U 21022U   21147.33684087  .00000885  00000-0  65281-4 0  9993","2 47950  97.5595  49.9000 0023094  29.2927 109.6850 15.05637934  9874","2021-022U","47950","6927.685","95.641","565.549","533.551","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-27 20:30:52","515072","15.05638415","0.0023063","97.5588","50.4074","27.712","36.8535","0","999","995","0.000060887","0.00000822","0","3043784","0 OBJECT U","1 47950U 21022U   21147.85477448  .00000822  00000-0  60887-4 0  9999","2 47950  97.5588  50.4074 0023063  27.7120  36.8535 15.05638415  9953","2021-022U","47950","6927.684","95.640","565.526","533.571","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-28 11:21:44","491104","15.05638871","0.0022966","97.5585","51.0133","25.789","149.9737","0","999","1004","0.000055455","0.00000743","0","3044339","0 OBJECT U","1 47950U 21022U   21148.47343161  .00000743  00000-0  55455-4 0  9999","2 47950  97.5585  51.0133 0022966  25.7890 149.9737 15.05638871 10044","2021-022U","47950","6927.682","95.640","565.457","533.637","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","47950","OBJECT U","TBA","U","21022U","2021-05-28 11:21:44","491104","15.05638871","0.0022966","97.5585","51.0133","25.789","149.9737","0","999","1004","0.000055455","0.00000743","0","3044435","0 OBJECT U","1 47950U 21022U   21148.47343161  .00000743  00000-0  55455-4 0  9999","2 47950  97.5585  51.0133 0022966  25.7890 149.9737 15.05638871 10044","2021-022U","47950","6927.682","95.640","565.457","533.637","0"
